index,speaker,start_time,end_time,duration,youtube_timestamps,text,concept_name,explanation_of_concept,education_level
121,Eric,2667.842,2706.75,38.908,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2667," locally as if that symplectic form is the curvature of a line bundle, and the L2 sections of that line bundle form a helbert space, and the P&Q coordinate functions can be promoted to operators. It said that wine is what you get when you stop grape juice from becoming vinegar, and in fact, Hamiltonian analysis is what happens when you take a physical problem and you stop it from quantizing itself. That was one of the great errors of our time that Hamiltonian analysis was actually pointing the way to saying that most classical problems contain the seeds of their own quantization. You know all this stuff, and I know this stuff. We know the same people.",Line Bundle,A mathematical object used to describe the parallel transport of vectors on a manifold.,Undergraduate
121,Eric,2667.842,2706.75,38.908,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2667," locally as if that symplectic form is the curvature of a line bundle, and the L2 sections of that line bundle form a helbert space, and the P&Q coordinate functions can be promoted to operators. It said that wine is what you get when you stop grape juice from becoming vinegar, and in fact, Hamiltonian analysis is what happens when you take a physical problem and you stop it from quantizing itself. That was one of the great errors of our time that Hamiltonian analysis was actually pointing the way to saying that most classical problems contain the seeds of their own quantization. You know all this stuff, and I know this stuff. We know the same people.",Hilbert Space,A complete inner product space that is often used in quantum mechanics and functional analysis.,Graduate
121,Eric,2667.842,2706.75,38.908,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2667," locally as if that symplectic form is the curvature of a line bundle, and the L2 sections of that line bundle form a helbert space, and the P&Q coordinate functions can be promoted to operators. It said that wine is what you get when you stop grape juice from becoming vinegar, and in fact, Hamiltonian analysis is what happens when you take a physical problem and you stop it from quantizing itself. That was one of the great errors of our time that Hamiltonian analysis was actually pointing the way to saying that most classical problems contain the seeds of their own quantization. You know all this stuff, and I know this stuff. We know the same people.",Hamiltonian Analysis,"A mathematical framework for analyzing classical mechanical systems, which can be used to derive the equations of motion.",Undergraduate
122,Eric,2707.298,2721.374,14.076,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2707," We probably can work in the same notation. My guess is that if you and I got over whatever this bizarre tension is between us and buried the hatchet, my guess is that after two days, you'd say, boy, I really just didn't understand what he was saying.",Notation,A system of symbols and rules used to represent mathematical or scientific concepts.,High School
122,Eric,2707.298,2721.374,14.076,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2707," We probably can work in the same notation. My guess is that if you and I got over whatever this bizarre tension is between us and buried the hatchet, my guess is that after two days, you'd say, boy, I really just didn't understand what he was saying.",Tension,"A force that causes an object to deform or change shape, often measured in units such as Newtons or pounds-force.",High School
123,Piers,2721.762,2759.358,37.596,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2721," You know what? I would love that to be the case. And maybe you guys can make that happen. Talking of dark energy, a little bit of dark energy has crept into this debate. So I'm going to try and end on a slightly lighter note. And these will require much shorter responses. I just want to see whether you guys, I mean, as you said, Eric, you agree about a lot of stuff. Do you agree about? Most things. Yeah, mostly. I want to ask whether you agree about some of these fundamental things, which have struck me as interesting about where we are. Professor Stephen Hawking, I did the last television interview that he ever gave before he died. He said that the biggest threat to mankind",Dark Energy,A mysterious form of energy thought to be responsible for the accelerating expansion of the universe.,High School
123,Piers,2721.762,2759.358,37.596,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2721," You know what? I would love that to be the case. And maybe you guys can make that happen. Talking of dark energy, a little bit of dark energy has crept into this debate. So I'm going to try and end on a slightly lighter note. And these will require much shorter responses. I just want to see whether you guys, I mean, as you said, Eric, you agree about a lot of stuff. Do you agree about? Most things. Yeah, mostly. I want to ask whether you agree about some of these fundamental things, which have struck me as interesting about where we are. Professor Stephen Hawking, I did the last television interview that he ever gave before he died. He said that the biggest threat to mankind",Cosmological Expansion,"The process by which the universe is expanding, with galaxies moving away from each other.",High School
124,Piers,2760.098,2765.406,5.308,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2760," was if artificial intelligence learned to self-design. Do you agree, Sean?",Artificial General Intelligence,"A hypothetical AI system that possesses the ability to understand, learn, and apply its knowledge across a wide range of tasks, potentially leading to self-design capabilities.",Undergraduate
124,Piers,2760.098,2765.406,5.308,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2760," was if artificial intelligence learned to self-design. Do you agree, Sean?",Self-Design in AI,"The hypothetical process by which an artificial intelligence system designs itself, potentially leading to exponential growth in its capabilities and autonomy.",Graduate
125,Sean,2767.298,2818.686,51.388,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2767," No, I don't think that's the biggest threat to mankind. I think that AI is a threat, but in a completely different way than it's usually portrayed. The AIs that we're working on now are not really the kind that will reach general intelligence in the way that we think about it. There's no obstacle to reaching that in principle, but the currently popular architectures aren't on that trajectory. The real problem, as we saw just this week with the Chicago Sun Times, is people are lazy and people use AI for the wrong reasons. This was a very, very trivial example where they published an article about the fun summer book reads this year, which was completely hallucinated by an AI, and they just published it in the newspaper. That doesn't really hurt anybody, but when these architectures are being put to work in things that could actually hurt people, that's when AI is going to have a really bad impact. Eric?",General Intelligence,A hypothetical level of intelligence where an artificial system can perform any intellectual task that a human being can.,Undergraduate
125,Sean,2767.298,2818.686,51.388,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2767," No, I don't think that's the biggest threat to mankind. I think that AI is a threat, but in a completely different way than it's usually portrayed. The AIs that we're working on now are not really the kind that will reach general intelligence in the way that we think about it. There's no obstacle to reaching that in principle, but the currently popular architectures aren't on that trajectory. The real problem, as we saw just this week with the Chicago Sun Times, is people are lazy and people use AI for the wrong reasons. This was a very, very trivial example where they published an article about the fun summer book reads this year, which was completely hallucinated by an AI, and they just published it in the newspaper. That doesn't really hurt anybody, but when these architectures are being put to work in things that could actually hurt people, that's when AI is going to have a really bad impact. Eric?",Artificial Neural Networks,A type of machine learning model inspired by the structure and function of biological neural networks.,High School
126,Eric,2820.578,2886.078,65.5,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2820," I would say I completely agree with Sean. I believe that the biggest problem and threat to humanity is that we share a single atmosphere. We can have different land masses, but we have to share one atmosphere and that pathogens, radiation, and climate are all bound up in this one resource. And I would say that the biggest problem that I'm seeing is a general madness in the American political system on both left and right, where we went from being the thing that was like the control rod stopping the world from going critical, to a crazy isolationist perspective where the Democratic Party is not able to restrain the worst excesses of the Republican Party and conversely. And I fear that what we're going to see is a move towards nuclear proliferation, which remains the single greatest threat, which is what we physics people unleashed in November of 1952 at a thermonuclear level. And I think we've since we've never used such a thing in anger, and we've had a test ban treaty since the early 60s, we are completely unprepared for what the cost is of retreating as the world's policemen.",Atmospheric Interconnectedness,"The idea that a shared atmosphere can pose risks to humanity, such as the spread of pathogens and climate change.",High School
126,Eric,2820.578,2886.078,65.5,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2820," I would say I completely agree with Sean. I believe that the biggest problem and threat to humanity is that we share a single atmosphere. We can have different land masses, but we have to share one atmosphere and that pathogens, radiation, and climate are all bound up in this one resource. And I would say that the biggest problem that I'm seeing is a general madness in the American political system on both left and right, where we went from being the thing that was like the control rod stopping the world from going critical, to a crazy isolationist perspective where the Democratic Party is not able to restrain the worst excesses of the Republican Party and conversely. And I fear that what we're going to see is a move towards nuclear proliferation, which remains the single greatest threat, which is what we physics people unleashed in November of 1952 at a thermonuclear level. And I think we've since we've never used such a thing in anger, and we've had a test ban treaty since the early 60s, we are completely unprepared for what the cost is of retreating as the world's policemen.",Nuclear Proliferation,"The increase in the number of countries possessing nuclear weapons, which poses a significant threat to global security.",Undergraduate
126,Eric,2820.578,2886.078,65.5,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2820," I would say I completely agree with Sean. I believe that the biggest problem and threat to humanity is that we share a single atmosphere. We can have different land masses, but we have to share one atmosphere and that pathogens, radiation, and climate are all bound up in this one resource. And I would say that the biggest problem that I'm seeing is a general madness in the American political system on both left and right, where we went from being the thing that was like the control rod stopping the world from going critical, to a crazy isolationist perspective where the Democratic Party is not able to restrain the worst excesses of the Republican Party and conversely. And I fear that what we're going to see is a move towards nuclear proliferation, which remains the single greatest threat, which is what we physics people unleashed in November of 1952 at a thermonuclear level. And I think we've since we've never used such a thing in anger, and we've had a test ban treaty since the early 60s, we are completely unprepared for what the cost is of retreating as the world's policemen.",Thermonuclear Reaction,"A type of nuclear reaction that releases a large amount of energy, such as the one tested in 1952.",High School
127,Piers,2886.882,2892.51,5.628,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2886," Fascinating. Sean, will we ever be able to time travel either forwards or back?",Time Dilation,"According to Einstein's theory of relativity, time dilation occurs when an object moves at high speeds or is placed in a strong gravitational field, causing time to pass slower for the observer relative to a stationary observer.",High School
127,Piers,2886.882,2892.51,5.628,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2886," Fascinating. Sean, will we ever be able to time travel either forwards or back?",Wormholes,"A hypothetical shortcut through spacetime that could potentially connect two distant points in space and allow for faster-than-light travel, but their existence is still purely theoretical.",Undergraduate
128,Sean,2894.178,2926.046,31.868,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2894," Well, forwards, I try and travel all the time. Yesterday, I time traveled 24 hours into the future, and here I am. I mean, that's not that hard. Einstein showed us that there's a trick. You can even travel into the future faster by either moving near the speed of light or by hanging out in a strong gravitational field like a black hole. Backwards in time, no. I don't think they're going to be able to do it. I've written papers about it. It's something that is, I would say, conceivable, but not plausible. We know how it might work in principle, but all of the indications are it's not going to work in practice.",Time Dilation,"The phenomenon where time appears to pass slower for an observer in motion relative to a stationary observer, or in a strong gravitational field.",High School
128,Sean,2894.178,2926.046,31.868,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2894," Well, forwards, I try and travel all the time. Yesterday, I time traveled 24 hours into the future, and here I am. I mean, that's not that hard. Einstein showed us that there's a trick. You can even travel into the future faster by either moving near the speed of light or by hanging out in a strong gravitational field like a black hole. Backwards in time, no. I don't think they're going to be able to do it. I've written papers about it. It's something that is, I would say, conceivable, but not plausible. We know how it might work in principle, but all of the indications are it's not going to work in practice.",General Relativity,A theory of gravitation developed by Einstein that describes gravity as the curvature of spacetime caused by massive objects.,Undergraduate
129,Eric,2926.37,2926.782,0.412,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2926, Eric?,,,
130,Eric,2928.546,3008.062,79.516,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2928," Well, as Sean has thoroughly digested my paper, he knows that I believe that there are either five or seven dimensions of time in a 14-dimensional world, which is split five of time, nine of space, or seven of time, seven of space. So when you talk about time travel, it's times travel. And only when time is one-dimensional, is there an arrow of time? If there were two dimensions of time, you'd have a whirlpool, three dimensions would result in a right-hand rule of time. These things are technically called orientations. One of the things that is really interesting about multiple dimensions of time, which leads to something which is very poorly studied called ultra-hyperbolic equations, is that you have the opportunity of going back in time without going back through time. So just as you can play a record, and when the stylus comes to the inner circles of the record, you can jump again to any track that you like on a cassette tape. You have to go back through time. So my belief is, no, we will not go back through time, but we will have to figure out how to stop thinking in terms of initial conditions, because it is only in the case of a single dimension of time leading to hyperbolic equations, that you have that luxury. So I think that times travel is going to be perhaps the most interesting thing to come out when you ask, why should we worry about these things? Buckle up.",Time Dilation,The concept that time can appear to slow down or speed up depending on the observer's frame of reference.,Undergraduate
130,Eric,2928.546,3008.062,79.516,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2928," Well, as Sean has thoroughly digested my paper, he knows that I believe that there are either five or seven dimensions of time in a 14-dimensional world, which is split five of time, nine of space, or seven of time, seven of space. So when you talk about time travel, it's times travel. And only when time is one-dimensional, is there an arrow of time? If there were two dimensions of time, you'd have a whirlpool, three dimensions would result in a right-hand rule of time. These things are technically called orientations. One of the things that is really interesting about multiple dimensions of time, which leads to something which is very poorly studied called ultra-hyperbolic equations, is that you have the opportunity of going back in time without going back through time. So just as you can play a record, and when the stylus comes to the inner circles of the record, you can jump again to any track that you like on a cassette tape. You have to go back through time. So my belief is, no, we will not go back through time, but we will have to figure out how to stop thinking in terms of initial conditions, because it is only in the case of a single dimension of time leading to hyperbolic equations, that you have that luxury. So I think that times travel is going to be perhaps the most interesting thing to come out when you ask, why should we worry about these things? Buckle up.",Hyperbolic Equations,A type of equation used to describe the behavior of systems with multiple dimensions of time.,Graduate
130,Eric,2928.546,3008.062,79.516,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2928," Well, as Sean has thoroughly digested my paper, he knows that I believe that there are either five or seven dimensions of time in a 14-dimensional world, which is split five of time, nine of space, or seven of time, seven of space. So when you talk about time travel, it's times travel. And only when time is one-dimensional, is there an arrow of time? If there were two dimensions of time, you'd have a whirlpool, three dimensions would result in a right-hand rule of time. These things are technically called orientations. One of the things that is really interesting about multiple dimensions of time, which leads to something which is very poorly studied called ultra-hyperbolic equations, is that you have the opportunity of going back in time without going back through time. So just as you can play a record, and when the stylus comes to the inner circles of the record, you can jump again to any track that you like on a cassette tape. You have to go back through time. So my belief is, no, we will not go back through time, but we will have to figure out how to stop thinking in terms of initial conditions, because it is only in the case of a single dimension of time leading to hyperbolic equations, that you have that luxury. So I think that times travel is going to be perhaps the most interesting thing to come out when you ask, why should we worry about these things? Buckle up.",Ultra-Hyperbolic Equations,An extension of hyperbolic equations that allows for more complex and non-linear relationships between different dimensions of time.,Graduate
131,Piers,3008.514,3020.83,12.316,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3008," Fascinating. And my final question is my, probably the biggest question I can ask any guess. And I've asked quite a few of them. I have to say with very limited responses, so I'm asking two highly intelligent",Uncertainty Principle,A fundamental concept in quantum mechanics that states it is impossible to know both the position and momentum of a particle with infinite precision.,Undergraduate
131,Piers,3008.514,3020.83,12.316,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3008," Fascinating. And my final question is my, probably the biggest question I can ask any guess. And I've asked quite a few of them. I have to say with very limited responses, so I'm asking two highly intelligent",Complex Numbers,"Mathematical numbers that extend the real number system by adding an imaginary unit, often represented as i, to represent quantities with both magnitude and direction.",High School
132,Piers,3021.538,3035.742,14.204,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3021," people at this question now, which is I happen to believe in God. And the reason I do, other than the fact I was reared as a Catholic by my mother, is because I genuinely think there must be a superior being",,,
133,Piers,3036.322,3037.086,0.764,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3036, out there.,,,
134,Piers,3037.73,3061.534,23.804,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3037," who is able to answer this fundamental question in a way no human being has been able to answer it for me, which is for those who believe in the Big Bang theory, what was there before the Big Bang? In other words, what was nothing and what was there before nothing? And because I do not believe a human brain can answer that question,",Singularity,"In the context of the Big Bang theory, a singularity refers to a point in space-time where the laws of physics as we know them break down. It is thought to be the origin of the universe, and all matter and energy emerged from this singularity.",High School
134,Piers,3037.73,3061.534,23.804,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3037," who is able to answer this fundamental question in a way no human being has been able to answer it for me, which is for those who believe in the Big Bang theory, what was there before the Big Bang? In other words, what was nothing and what was there before nothing? And because I do not believe a human brain can answer that question,",Multiverse Hypothesis,The multiverse hypothesis suggests that our universe is just one of many universes that exist in a vast multidimensional space. This theory attempts to explain what existed before the Big Bang by proposing that our universe was created from a collision or interaction with another universe.,Undergraduate
134,Piers,3037.73,3061.534,23.804,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3037," who is able to answer this fundamental question in a way no human being has been able to answer it for me, which is for those who believe in the Big Bang theory, what was there before the Big Bang? In other words, what was nothing and what was there before nothing? And because I do not believe a human brain can answer that question,",Eternal Inflation Theory,"This theory proposes that our universe is just one of many universes that exist within an eternally inflating multiverse. The Big Bang was not the beginning of time, but rather a transition from one universe to another.",Graduate
135,Piers,3062.21,3066.078,3.868,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3062," There must be, de facto, a more superior",Comparative Superiority,A concept in philosophy and ethics that suggests the existence of objective moral values or principles.,Undergraduate
135,Piers,3062.21,3066.078,3.868,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3062," There must be, de facto, a more superior",Moral Relativism vs. Moral Absolutism,Philosophical positions on whether morality is relative to cultural norms or absolute and universal.,Undergraduate
136,Piers,3066.786,3069.598,2.812,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3066, thing out there that can. Sean.,,,
137,Sean,3070.818,3099.23,28.412,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3070," Well, I'm glad to be the one who frees you from your religious convictions because the human brain can absolutely tackle that question and it does so all the time. I encourage viewers slash listeners to listen to the upcoming episode of my podcast called Mindscape, where I talked to Nies F Shorty and Phil Halper about exactly this question, what happened at or before the Big Bang? Yeah. We don't know the answer. We don't even know whether the Big Bang was the beginning. Well, there you go.",Big Bang Theory,"The leading explanation for the origin and evolution of the universe, proposing that it began as an infinitely hot and dense point around 13.8 billion years ago.",High School
137,Sean,3070.818,3099.23,28.412,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3070," Well, I'm glad to be the one who frees you from your religious convictions because the human brain can absolutely tackle that question and it does so all the time. I encourage viewers slash listeners to listen to the upcoming episode of my podcast called Mindscape, where I talked to Nies F Shorty and Phil Halper about exactly this question, what happened at or before the Big Bang? Yeah. We don't know the answer. We don't even know whether the Big Bang was the beginning. Well, there you go.",Cosmology,"The study of the origin, evolution, and fate of the universe.",Undergraduate
138,Sean,3100.45,3106.075,5.625,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3100, So the fact that we don't know doesn't mean we can't know. Those are two very different statements.,Uncertainty Principle,"The uncertainty principle states that it is impossible to know certain properties of a particle, such as its position and momentum, simultaneously with infinite precision.",High School
139,Piers,3106.075,3109.662,3.587,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3106," You don't know, you can't know at the moment, surely. You have to admit you don't know.",,,
140,Sean,3110.85,3115.725,4.875,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3110, I don't know. And we're doing science on it in the hopes that we will know.,Scientific Method,"A systematic process used to develop and test scientific knowledge, involving observation, hypothesis, experimentation, and conclusion.",High School
141,Piers,3115.725,3126.59,10.865,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3115," With respect, Sean, with respect, it is utterly impossible. You will never, as a human being, be able to tell me what was there before nothing. How can you? You can't comprehend it, can you?",The Problem of Creation,Philosophical concept related to the origin of the universe and the nature of existence.,High School
141,Piers,3115.725,3126.59,10.865,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3115," With respect, Sean, with respect, it is utterly impossible. You will never, as a human being, be able to tell me what was there before nothing. How can you? You can't comprehend it, can you?",Cosmological Principle,Astronomical principle stating that the universe is homogeneous and isotropic on large scales.,Undergraduate
142,Sean,3127.554,3130.929,3.375,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3127," I come up with the theory, I show that the theory fits the data. That's how we do.",Scientific Method,"A systematic process used to develop and test scientific knowledge, involving observation, hypothesis, experimentation, and conclusion.",High School
142,Sean,3127.554,3130.929,3.375,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3127," I come up with the theory, I show that the theory fits the data. That's how we do.",Inductive Reasoning,The process of making generalizations or drawing conclusions based on specific observations or data.,Undergraduate
143,Piers,3130.929,3133.598,2.669,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3130, What was there before nothing then? Go on. Best guess.,The Big Bang Theory,"The leading explanation for the origin of our universe, proposing that it began as an infinitely hot and dense point around 13.8 billion years ago.",High School
144,Sean,3134.21,3146.654,12.444,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3134," We don't know. My personal favorite theory is there was a pre-existing universe out of which our cosmos arose as a baby universe. And what was there before that? What was that before that? No, it's infinite in time in both directions.",Multiverse Theory,A hypothetical concept suggesting the existence of multiple universes beyond our own.,Undergraduate
144,Sean,3134.21,3146.654,12.444,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3134," We don't know. My personal favorite theory is there was a pre-existing universe out of which our cosmos arose as a baby universe. And what was there before that? What was that before that? No, it's infinite in time in both directions.",Eternalism (Philosophy of Time),"The idea that time is an illusion and all moments in time exist simultaneously, with no beginning or end.",Graduate
145,Piers,3147.522,3150.27,2.748,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3147, So what was there before? So you mean it's never ending?,Infinite Series,"A series of numbers that goes on indefinitely, often used in calculus and mathematical analysis.",Undergraduate
145,Piers,3147.522,3150.27,2.748,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3147, So what was there before? So you mean it's never ending?,Eternalism,The philosophical idea that time is an illusion and all moments in time exist simultaneously.,Graduate
146,Sean,3151.234,3156.063,4.829,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3151," Yeah, I wrote a book, if you want to read it, Pierce. From Eternity to Here. It's a great book.",,,
147,Piers,3156.063,3158.366,2.303,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3156," I do, but what's said before eternity?",Time,"A measure of duration, often considered to have no beginning.",High School
148,Sean,3159.618,3164.493,4.875,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3159, There was no such thing as before eternity. What is less than minus infinity? That's not a sensible question to ask.,Infinity,"Concept of infinite or endless quantity, often used in mathematics and physics to describe quantities that have no end.",High School
148,Sean,3159.618,3164.493,4.875,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3159, There was no such thing as before eternity. What is less than minus infinity? That's not a sensible question to ask.,Mathematical Continuum,"A concept in mathematics where the real numbers are considered as a single, unbroken entity, often used to discuss infinite sets and limits.",Undergraduate
149,Piers,3164.493,3174.75,10.257,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3164," But I think it's a cop out by you, if you don't mind me saying this, very respectfully, to say that something is infinite, because if you're saying it's infinite, you don't have to answer the question. You've just made that up. You don't know it was infinite.",Infinite Series,"A series with an infinite number of terms, where each term has a limit as the number of terms approaches infinity.",Undergraduate
149,Piers,3164.493,3174.75,10.257,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3164," But I think it's a cop out by you, if you don't mind me saying this, very respectfully, to say that something is infinite, because if you're saying it's infinite, you don't have to answer the question. You've just made that up. You don't know it was infinite.",Zeno's Paradox,"A philosophical argument that challenges the notion of motion and infinity by proposing that an object cannot move in a finite amount of time because it must first cover half the distance, then half of the remaining distance, and so on.",High School
150,Sean,3175.202,3185.918,10.716,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3175, This very often happens in the progress of human knowledge that a question that we thought was an interesting one becomes not answered but shown to be uninteresting because we get a deeper understanding.,Socratic Questioning,A method of questioning used by Socrates to encourage critical thinking and expose assumptions.,High School
150,Sean,3175.202,3185.918,10.716,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3175, This very often happens in the progress of human knowledge that a question that we thought was an interesting one becomes not answered but shown to be uninteresting because we get a deeper understanding.,Epistemology,"The branch of philosophy that deals with the nature, sources, and limits of knowledge.",Undergraduate
151,Piers,3186.306,3209.15,22.844,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3186," See, I'm sorry. I'm going to come to you, Eric, on this. That seems to me a very pompous answer. That is basically trying to apply a superior intelligence to a response to a lesser mortal by saying that my attempt to get this question answered is so stupid that there should be no need by the brain power in front of me to answer it.",Superiority Complex,"A psychological phenomenon where an individual believes they are superior to others, often leading to condescending behavior.",High School
151,Piers,3186.306,3209.15,22.844,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3186," See, I'm sorry. I'm going to come to you, Eric, on this. That seems to me a very pompous answer. That is basically trying to apply a superior intelligence to a response to a lesser mortal by saying that my attempt to get this question answered is so stupid that there should be no need by the brain power in front of me to answer it.",Social Psychology,"The study of how people think about, influence, and relate to each other.",Undergraduate
152,Sean,3210.402,3230.277,19.875,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3210," No, it's exactly the opposite of that. I don't know why people are trying to psychoanalyze me and think about what I'm thinking of them. What I'm saying is the question of what happened before the Big Bang is prima facie, a perfectly sensible question to ask. But we need to be open to the possibility that there is no beginning to the universe, that the universe.",Cosmological Singularity,The point in space-time where the laws of physics as we know them break down and the curvature of space-time is infinite.,Undergraduate
152,Sean,3210.402,3230.277,19.875,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3210," No, it's exactly the opposite of that. I don't know why people are trying to psychoanalyze me and think about what I'm thinking of them. What I'm saying is the question of what happened before the Big Bang is prima facie, a perfectly sensible question to ask. But we need to be open to the possibility that there is no beginning to the universe, that the universe.",Eternal Inflation Theory,"A theory that suggests our universe is just one of many in an endlessly expanding multiverse, with no beginning or end.",Graduate
153,Piers,3230.277,3243.23,12.953,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3230," Yeah, but that is a ridiculous thing to say because you know that your human brain cannot comprehend something that has no beginning. How can it? We can't.",Infinity,The concept of infinity refers to something that has no end or limit.,High School
154,Sean,3243.938,3255.563,11.625,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3243, I can comprehend the real numbers. They go from minus infinity to infinity. I don't see why it's harder to comprehend infinity years versus 14 billion years. That doesn't make sense to me.,Infinity,"The concept of infinity refers to a quantity that has no end or limit, often used in mathematics and physics to describe quantities without bounds.",High School
154,Sean,3243.938,3255.563,11.625,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3243, I can comprehend the real numbers. They go from minus infinity to infinity. I don't see why it's harder to comprehend infinity years versus 14 billion years. That doesn't make sense to me.,Scale (Time),"Understanding the scale of time, including concepts such as billions of years, can be challenging due to its vastness and abstract nature.",High School
155,Piers,3255.563,3258.43,2.867,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3255," All right, Eric, am I mad?",,,
156,Eric,3259.874,3335.326,75.452,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3259," No, I mean, look, one of the things I like, Pierce, is that you invite me on this program often not to do battle, as we heard in the previous segment. So let me try something as an offering to the good Dr. Carroll, and he can tell me whether this matches anything, because I also share atheism at some level along with him. What I believe is that you're conflating three different category problems. One, you're talking about something observational, which might terminate it what we would call the surface of last scattering, the thing that we cannot see beyond with our instruments. That takes place along the lines of something, let's say, called the cosmological model, which is a reduction of Einstein's field equations, assuming greater symmetry. That is a one comma three problem where you have one dimension of time, three of space, and you can prove that there's something called an essential singularity in the center of a black hole, a Schwarzenold singularity, and an initial singularity, and what would be called a Friedman-Robertson-Walker metric. So that is a map of the territory that we are trying to observe. But there's a third thing, which is an assembly sequence, which also has an ordinal concept of development, which could be",Einstein's field equations,A set of fundamental equations in general relativity that describe the curvature of spacetime.,Undergraduate
156,Eric,3259.874,3335.326,75.452,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=3259," No, I mean, look, one of the things I like, Pierce, is that you invite me on this program often not to do battle, as we heard in the previous segment. So let me try something as an offering to the good Dr. Carroll, and he can tell me whether this matches anything, because I also share atheism at some level along with him. What I believe is that you're conflating three different category problems. One, you're talking about something observational, which might terminate it what we would call the surface of last scattering, the thing that we cannot see beyond with our instruments. That takes place along the lines of something, let's say, called the cosmological model, which is a reduction of Einstein's field equations, assuming greater symmetry. That is a one comma three problem where you have one dimension of time, three of space, and you can prove that there's something called an essential singularity in the center of a black hole, a Schwarzenold singularity, and an initial singularity, and what would be called a Friedman-Robertson-Walker metric. So that is a map of the territory that we are trying to observe. But there's a third thing, which is an assembly sequence, which also has an ordinal concept of development, which could be",Schwarzschild singularity,"A point of infinite density at the center of a black hole, where the laws of physics as we know them break down.",Graduate
